Id,SalePrice
1461,119748.93761010452
1462,151320.47556063923
1463,174431.91783834615
1464,189653.2470249387
1465,194673.9572396372
1466,176329.12377295073
1467,177189.50449928554
1468,168810.46910409292
1469,183996.61795702873
1470,122724.05313673757
1471,187227.6155271559
1472,98825.55661998253
1473,98443.64097684182
1474,147762.63646910264
1475,119938.81113033798
1476,356235.42658884753
1477,247145.58353123325
1478,301334.3436699661
1479,281686.29462512943
1480,474303.20576960995
1481,314885.9979740478
1482,212272.7795989331
1483,175454.26442901202
1484,171547.4687768137
1485,188658.54982370988
1486,195147.0833483996
1487,322607.42591404344
1488,234597.14976549725
1489,197148.47192288836
1490,222769.3256400744
1491,191749.31158995844
1492,91406.77560955973
1493,186938.1630204377
1494,294145.63913402724
1495,283914.5597437451
1496,233706.11727628013
1497,179293.57809577225
1498,166666.69275546825
1499,159504.20423909748
1500,160475.96951290418
1501,172653.10917656525
1502,155646.56790289405
1503,276144.0847865542
1504,239710.05585697643
1505,222740.2580029128
1506,182662.5668116813
1507,239268.48244473606
1508,191653.3408462227
1509,158688.71225754422
1510,149214.72253748088
1511,152600.78090348167
1512,168714.97484169656
1513,147559.3625397446
1514,149681.6874667472
1515,185399.85915847635
1516,153949.4295814368
1517,157240.6365324849
1518,130854.50969092778
1519,215337.63690632436
1520,132629.060089182
1521,134257.22544543378
1522,169057.87820617366
1523,113616.80766362362
1524,122218.01688859457
1525,121998.5962052799
1526,119174.63114915465
1527,105126.8847970129
1528,129807.18149946176
1529,147427.3257883407
1530,187490.64061042847
1531,125445.05139093986
1532,101229.36393505918
1533,143278.48544809554
1534,119023.02697049199
1535,140506.4092549376
1536,112339.96642257899
1537,68902.35799190702
1538,152468.6213153128
1539,195708.67465432006
1540,103187.24492186232
1541,141472.02535535418
1542,135553.7780172245
1543,182275.20303286635
1544,84956.24877413118
1545,109413.64852683218
1546,134226.97181682126
1547,133699.8475066427
1548,134374.6339194612
1549,119819.65596318129
1550,138630.05009041686
1551,109185.90420917
1552,141910.83347522322
1553,139669.56710916394
1554,122056.49931855584
1555,157893.72591065464
1556,91987.98263657236
1557,104983.23673441575
1558,98745.02629073514
1559,90382.85474210825
1560,136022.81204036644
1561,127107.72857516927
1562,131000.40103333458
1563,123139.75415407121
1564,155921.6036515744
1565,148271.21963356942
1566,229367.51527952368
1567,79569.18669564291
1568,229765.038926462
1569,133844.64383196362
1570,137232.58382581238
1571,119377.19211182982
1572,139388.28555262194
1573,226800.26965544117
1574,119431.72213400251
1575,220932.4834939847
1576,237782.27399455867
1577,193745.5947504873
1578,144923.33990158577
1579,140324.3140480692
1580,192049.24974344939
1581,149224.9581696147
1582,129293.86258823864
1583,302106.12284270185
1584,229587.3506632098
1585,139877.38468773296
1586,73938.99425574852
1587,109070.81398004811
1588,149892.30963708356
1589,97495.4452626805
1590,132663.63572450186
1591,98571.0919035323
1592,113231.97990953142
1593,125401.73746135633
1594,128766.90459205161
1595,113465.23902405589
1596,216318.4308299318
1597,180975.1846419942
1598,205142.4229309818
1599,173966.49440392683
1600,174459.0971882975
1601,72556.90844559224
1602,113100.1396281708
1603,84022.62170872695
1604,268004.69136844605
1605,244860.3480757298
1606,167555.83303066753
1607,170040.00925986024
1608,220574.7117060196
1609,188609.23731172306
1610,156866.12755671135
1611,143742.79089801555
1612,169682.8800199289
1613,168056.01384195322
1614,124475.59475408262
1615,89474.34351527425
1616,81116.69843245114
1617,90977.60816662044
1618,129330.61690577083
1619,141658.9670620651
1620,165942.3688819634
1621,136729.98983399675
1622,147880.94236147404
1623,265605.91562027845
1624,209240.81832214404
1625,122116.88314541565
1626,172516.46250803213
1627,186338.10289419396
1628,272945.29400488123
1629,181412.34622994834
1630,324841.70372289006
1631,216955.86947848697
1632,235754.4813356654
1633,181064.2058578109
1634,187151.0723038934
1635,177790.67796205622
1636,160448.1892909204
1637,188055.29021760347
1638,189733.6420170457
1639,182750.7427422658
1640,241732.43836856558
1641,179305.24283661216
1642,235133.0874997433
1643,220797.2548710223
1644,232254.7504776395
1645,192677.8035210406
1646,161246.23682809202
1647,161432.79428944987
1648,135658.20811545022
1649,143120.62302314414
1650,120770.585747974
1651,122361.82450135206
1652,98900.70459337346
1653,102071.80901916834
1654,149791.62029338838
1655,143645.25614643554
1656,144349.03064139542
1657,150983.98824225314
1658,152774.58632379735
1659,129890.45030977533
1660,153643.14189748734
1661,423562.78586156777
1662,376853.3563235081
1663,362987.69002751674
1664,450791.71998546005
1665,306744.7106936808
1666,323625.1912248472
1667,354422.8054303975
1668,338268.93869875174
1669,305777.741419607
1670,340777.1818954287
1671,260013.16667363292
1672,436195.1370054666
1673,296334.04023545433
1674,248959.25219652394
1675,195854.3446431964
1676,195527.75037931456
1677,214666.78722881118
1678,447573.4471751475
1679,387838.6789412368
1680,314455.26989062957
1681,245934.1307125936
1682,311330.6182151787
1683,191352.60272417474
1684,176215.20202004066
1685,175277.10263213332
1686,173692.6276562781
1687,174268.38244013314
1688,188135.59458098974
1689,192279.32566388935
1690,194471.18308947448
1691,186028.42840462248
1692,262069.73836593155
1693,174414.12125211157
1694,184719.18062460312
1695,175099.808153593
1696,269784.98564241955
1697,177907.45476949617
1698,333756.4326048612
1699,322300.9771937036
1700,251076.08360219162
1701,264353.19036609563
1702,240712.21571675013
1703,247070.2907885703
1704,278400.2003369268
1705,239043.5742122531
1706,394278.26683133654
1707,214039.21209575812
1708,208542.29538763964
1709,261921.2873751482
1710,225009.49867185325
1711,272892.0809466357
1712,248633.70390802698
1713,269067.629224425
1714,217376.26470720483
1715,206002.6773820384
1716,181895.2875379307
1717,177483.71012812993
1718,133652.19702988962
1719,205570.9772821434
1720,238965.80312078603
1721,163342.617728791
1722,122466.72559641808
1723,155082.91196834558
1724,207514.91672276417
1725,236793.73747839575
1726,188821.1891127295
1727,164552.68935566256
1728,179805.20627819488
1729,166344.18232657196
1730,155358.69344921934
1731,123643.94440555031
1732,130619.11823200904
1733,116801.16238271442
1734,127194.75805355898
1735,131534.02390345588
1736,114406.85674539433
1737,309707.6125762686
1738,232467.4531027162
1739,257305.9572949094
1740,209024.34548158658
1741,186909.7146516321
1742,170633.89382963028
1743,177381.38267505003
1744,304719.889616776
1745,211984.3173626339
1746,212487.07374065078
1747,210702.5251403728
1748,216223.4426403674
1749,150763.6726248305
1750,130744.50266591451
1751,236063.71326579753
1752,121108.05108196387
1753,144880.7165424404
1754,193715.51074879523
1755,163207.93152554717
1756,128537.75458875878
1757,122423.86602120085
1758,148023.5577834163
1759,161424.1280585545
1760,163174.82302427173
1761,143889.7964083165
1762,177787.96902626895
1763,175380.0939454924
1764,119827.24029047106
1765,163517.4571108508
1766,184232.0252152533
1767,209097.44479163433
1768,141776.49346885202
1769,170752.06788673502
1770,152821.83296411938
1771,124865.15690358187
1772,135527.5800391598
1773,134326.46627506963
1774,136692.35941912496
1775,141376.7298282599
1776,128393.35099498181
1777,112307.83243425841
1778,137270.25853250112
1779,123431.8317365848
1780,171775.43103306257
1781,127125.02351003254
1782,98538.85422222916
1783,139335.03412788015
1784,106515.69236482092
1785,113177.3606944057
1786,148360.02528233823
1787,168381.88030019903
1788,62702.38533250267
1789,94960.62894486764
1790,86946.69941039706
1791,186441.42540328263
1792,153211.52998982396
1793,133525.8409251835
1794,150300.19063611227
1795,136171.60483231337
1796,132029.42661319274
1797,112727.78968964293
1798,122630.2806632126
1799,112982.73871824009
1800,126947.62256334492
1801,126065.11631251471
1802,138824.38597855408
1803,149181.96878102224
1804,138630.62489212738
1805,137215.71692238818
1806,120561.91014989291
1807,135516.03619291226
1808,120240.60673855626
1809,123442.34602931651
1810,143597.18427201436
1811,97907.84736462233
1812,101935.08068366318
1813,123738.20218212041
1814,98393.94324277564
1815,60253.596402322924
1816,98730.26433903139
1817,118724.65743025165
1818,137548.7325919218
1819,125916.5179093423
1820,71987.75100203525
1821,118333.41439461635
1822,154931.8283782656
1823,55137.2063540837
1824,124486.69221273388
1825,141199.97270706907
1826,107438.86983160654
1827,103078.77586014762
1828,132635.7348866513
1829,118357.77906491901
1830,141392.85019637155
1831,147409.30131809006
1832,94443.9618358835
1833,142783.87758888886
1834,126173.61198401568
1835,127286.46578835227
1836,122391.63466578913
1837,90730.07172653027
1838,127785.54872803016
1839,104363.40260028085
1840,152412.22033819783
1841,134114.2340573566
1842,96346.34765617028
1843,133919.18578871578
1844,142976.10329139268
1845,143801.6956918608
1846,153613.4230635024
1847,161002.17152543168
1848,62427.82643438709
1849,113334.57227377515
1850,124487.61629029474
1851,144058.80669665866
1852,128756.93066873195
1853,131542.0446177666
1854,161888.63492914365
1855,154092.62060584084
1856,224801.6786620972
1857,151695.07305084405
1858,134937.20554241462
1859,119564.73721500303
1860,147318.89874485764
1861,118994.29685300277
1862,328156.13002661325
